,ObservationID,Date_Time,Site_ID,NOx,NO2,NO,PM10,O3,Temperature,ObjectId,ObjectId2,NVPM10,VPM10,NVPM2_5,PM2_5,VPM2_5,CO,RH,Pressure,SO2
513650,513650,2015-02-12 18:00:00,463.0,267.0,83.0,119.75,,,,,885325,,,,,,,,,
513648,513648,2015-02-12 18:00:00,375.0,324.25,102.0,144.75,,,,,657400,,,,,,,,,
513649,513649,2015-02-12 18:00:00,215.0,235.5,83.25,99.5,,,,,182337,,,,,,,,,
513647,513647,2015-02-12 18:00:00,452.0,98.6849975585938,67.1765594482422,20.5492706298828,43.0999984741211,9.8787202835083,,,859277,33.5,9.6,28.7,39.5,10.8,,,,
513643,513643,2015-02-12 19:00:00,463.0,166.5,67.75,64.25,,,,,885316,,,,,,,,,
513642,513642,2015-02-12 19:00:00,203.0,212.25,81.25,85.5,,,,,380565,,,,,,,,,
513641,513641,2015-02-12 19:00:00,206.0,478.5,110.75,240.25,,,,,885313,,,,,,,,,
513640,513640,2015-02-12 19:00:00,270.0,154.25,56.0,64.0,,,,,1376346,,,,,,,,,
513639,513639,2015-02-12 19:00:00,215.0,173.0,66.0,70.0,,,,,1039915,,,,,,,,,
513638,513638,2015-02-12 19:00:00,375.0,217.0,81.25,88.5,,,,,1039917,,,,,,,,,
513637,513637,2015-02-12 19:00:00,452.0,54.5062484741211,46.6171913146973,5.14511013031006,38.0999984741211,21.1544208526611,,,1039919,27.5,10.6,24.4,36.2000007629395,11.8,,,,
513631,513631,2015-02-12 20:00:00,463.0,94.0,50.25,28.75,,,,,1376344,,,,,,,,,
513630,513630,2015-02-12 20:00:00,270.0,101.75,43.0,38.25,,,,,380563,,,,,,,,,
513632,513632,2015-02-12 20:00:00,203.0,110.5,58.25,34.0,,,,,380561,,,,,,,,,
513636,513636,2015-02-12 20:00:00,215.0,156.0,66.0,58.75,,,,,1376342,,,,,,,,,
513634,513634,2015-02-12 20:00:00,206.0,271.0,82.25,123.25,,,,,182336,,,,,,,,,
513635,513635,2015-02-12 20:00:00,375.0,132.75,63.5,45.25,,,,,657394,,,,,,,,,
513633,513633,2015-02-12 20:00:00,452.0,48.9121894836426,42.4096908569336,4.24081993103027,35.5999984741211,25.6946392059326,,,657397,24.0,11.6,22.4,32.7000007629395,10.3,,,,
513629,513629,2015-02-12 21:00:00,215.0,118.25,57.75,39.75,,,,,380555,,,,,,,,,
513628,513628,2015-02-12 21:00:00,452.0,38.25,35.333438873291,1.90213000774384,37.2000007629395,27.7901191711426,,,380557,25.6,11.6,25.1,36.2000007629395,11.1,,,,
513627,513627,2015-02-12 21:00:00,463.0,69.25,39.5,19.75,,,,,380559,,,,,,,,,
513626,513626,2015-02-12 21:00:00,206.0,165.25,62.25,67.25,,,,,1067986,,,,,,,,,
513625,513625,2015-02-12 21:00:00,203.0,73.5,46.75,17.5,,,,,1039909,,,,,,,,,
513624,513624,2015-02-12 21:00:00,375.0,83.25,50.0,21.25,,,,,1039913,,,,,,,,,
513623,513623,2015-02-12 21:00:00,270.0,45.5,25.25,13.0,,,,,1039911,,,,,,,,,
513616,513616,2015-02-12 22:00:00,215.0,112.0,52.0,39.25,,,,,657391,,,,,,,,,
513617,513617,2015-02-12 22:00:00,203.0,66.5,40.75,16.75,,,,,1067982,,,,,,,,,
513618,513618,2015-02-12 22:00:00,270.0,40.25,24.25,10.5,,,,,182335,,,,,,,,,
513622,513622,2015-02-12 22:00:00,206.0,146.0,55.75,58.75,,,,,1376336,,,,,,,,,
513620,513620,2015-02-12 22:00:00,463.0,67.25,37.75,19.25,,,,,1376340,,,,,,,,,
513621,513621,2015-02-12 22:00:00,375.0,70.75,40.0,20.25,,,,,1376338,,,,,,,,,
513619,513619,2015-02-12 22:00:00,452.0,40.3537483215332,35.9550018310547,2.86878991127014,38.9000015258789,23.5991497039795,,,1067984,27.4,11.5,25.9,37.7999992370605,11.9,,,,
513610,513610,2015-02-12 23:00:00,206.0,145.25,53.25,60.0,,,,,885307,,,,,,,,,
513609,513609,2015-02-12 23:00:00,203.0,50.0,33.5,10.75,,,,,885304,,,,,,,,,
513611,513611,2015-02-12 23:00:00,463.0,46.0,30.5,10.0,,,,,182334,,,,,,,,,
513615,513615,2015-02-12 23:00:00,452.0,35.4290618896484,33.0384407043457,1.5591299533844,42.4000015258789,26.9419498443604,,,1067980,30.1,12.3,27.7,40.2999992370605,12.6,,,,
513613,513613,2015-02-12 23:00:00,270.0,30.5,19.25,7.25,,,,,1376334,,,,,,,,,
513614,513614,2015-02-12 23:00:00,375.0,76.25,41.0,23.25,,,,,885310,,,,,,,,,
513612,513612,2015-02-12 23:00:00,215.0,72.25,41.0,20.5,,,,,1039907,,,,,,,,,
513608,513608,2015-02-13 00:00:00,203.0,35.75,26.75,5.5,,,,,182332,,,,,,,,,
513607,513607,2015-02-13 00:00:00,463.0,32.5,24.5,5.5,,,,,182333,,,,,,,,,
513606,513606,2015-02-13 00:00:00,215.0,49.5,33.0,10.5,,,,,1039905,,,,,,,,,
513605,513605,2015-02-13 00:00:00,452.0,31.875,29.7075004577637,1.41360998153687,48.2000007629395,30.0685501098633,,,1067978,36.2,12.0,33.0,46.2000007629395,13.2,,,,
513604,513604,2015-02-13 00:00:00,375.0,57.0,37.0,12.75,,,,,1067976,,,,,,,,,
513603,513603,2015-02-13 00:00:00,206.0,122.25,53.5,45.0,,,,,885301,,,,,,,,,
513602,513602,2015-02-13 00:00:00,270.0,17.0,13.75,2.5,,,,,657388,,,,,,,,,
513596,513596,2015-02-13 01:00:00,463.0,20.75,19.0,1.5,,,,,859271,,,,,,,,,
513595,513595,2015-02-13 01:00:00,375.0,52.0,37.75,9.25,,,,,1039903,,,,,,,,,
513597,513597,2015-02-13 01:00:00,452.0,31.3012504577637,29.9624996185303,0.873109996318817,50.9000015258789,35.3238906860352,,,859268,35.7,15.2,32.3,47.9000015258789,15.6,,,,
513601,513601,2015-02-13 01:00:00,203.0,23.25,19.75,2.25,,,,,1376332,,,,,,,,,
513599,513599,2015-02-13 01:00:00,206.0,96.5,47.75,32.0,,,,,182330,,,,,,,,,
513600,513600,2015-02-13 01:00:00,215.0,39.0,27.5,7.5,,,,,859265,,,,,,,,,
513598,513598,2015-02-13 01:00:00,270.0,13.25,11.75,1.0,,,,,182331,,,,,,,,,
513594,513594,2015-02-13 02:00:00,270.0,10.0,9.75,0.0,,,,,380553,,,,,,,,,
513593,513593,2015-02-13 02:00:00,452.0,28.7353096008301,27.5400009155273,0.779560029506683,52.5,35.8228187561035,,,1376330,36.0,16.5,31.6,48.0999984741211,16.5,,,,
513592,513592,2015-02-13 02:00:00,203.0,20.0,17.5,1.75,,,,,657385,,,,,,,,,
513591,513591,2015-02-13 02:00:00,463.0,20.25,16.75,2.25,,,,,1067974,,,,,,,,,
513590,513590,2015-02-13 02:00:00,206.0,54.75,36.0,12.25,,,,,1067972,,,,,,,,,
513589,513589,2015-02-13 02:00:00,375.0,29.75,22.25,4.75,,,,,885298,,,,,,,,,
513588,513588,2015-02-13 02:00:00,215.0,31.0,23.5,5.25,,,,,182329,,,,,,,,,
513581,513581,2015-02-13 03:00:00,203.0,20.25,17.0,1.75,,,,,885292,,,,,,,,,
513582,513582,2015-02-13 03:00:00,270.0,9.75,9.75,0.0,,,,,885295,,,,,,,,,
513583,513583,2015-02-13 03:00:00,206.0,59.5,36.0,15.25,,,,,859262,,,,,,,,,
513585,513585,2015-02-13 03:00:00,452.0,44.609058380127,40.9275016784668,2.40105009078979,43.5999984741211,33.8271217346191,,,182328,29.4,14.2,22.5,36.5,14.0,,,,
513586,513586,2015-02-13 03:00:00,215.0,40.25,26.75,8.75,,,,,1067970,,,,,,,,,
513587,513587,2015-02-13 03:00:00,463.0,15.75,15.0,0.75,,,,,1376328,,,,,,,,,
513584,513584,2015-02-13 03:00:00,375.0,31.75,24.5,4.75,,,,,657382,,,,,,,,,
513580,513580,2015-02-13 04:00:00,375.0,59.25,41.25,11.75,,,,,1067968,,,,,,,,,
513579,513579,2015-02-13 04:00:00,270.0,10.25,8.5,1.25,,,,,1067966,,,,,,,,,
513578,513578,2015-02-13 04:00:00,215.0,24.25,19.5,3.5,,,,,1067964,,,,,,,,,
513577,513577,2015-02-13 04:00:00,203.0,17.5,15.5,1.25,,,,,380551,,,,,,,,,
513576,513576,2015-02-13 04:00:00,463.0,15.5,14.0,1.0,,,,,859259,,,,,,,,,
513575,513575,2015-02-13 04:00:00,452.0,35.6681289672852,27.5878105163574,5.26983976364136,16.2000007629395,65.1097106933594,,,182327,5.5,10.7,1.1,12.1000003814697,11.0,,,,
513574,513574,2015-02-13 04:00:00,206.0,60.75,35.5,16.25,,,,,859256,,,,,,,,,
513568,513568,2015-02-13 05:00:00,452.0,26.2968807220459,22.9500007629395,2.18278002738953,10.6000003814697,70.4981002807617,,,885289,0.8,9.8,-2.1,7.90000009536743,10.0,,,,
513567,513567,2015-02-13 05:00:00,206.0,34.0,23.75,6.75,,,,,1039899,,,,,,,,,
513569,513569,2015-02-13 05:00:00,375.0,35.75,29.25,4.5,,,,,1039901,,,,,,,,,
513573,513573,2015-02-13 05:00:00,270.0,24.5,13.0,7.75,,,,,380549,,,,,,,,,
513571,513571,2015-02-13 05:00:00,463.0,13.5,12.0,1.0,,,,,182326,,,,,,,,,
513570,513570,2015-02-13 05:00:00,203.0,16.0,12.75,2.25,,,,,182325,,,,,,,,,
513572,513572,2015-02-13 05:00:00,215.0,18.25,15.0,2.0,,,,,859253,,,,,,,,,
513566,513566,2015-02-13 06:00:00,463.0,22.25,18.5,2.75,,,,,380547,,,,,,,,,
513565,513565,2015-02-13 06:00:00,206.0,88.75,42.25,30.5,,,,,1376324,,,,,,,,,
513564,513564,2015-02-13 06:00:00,270.0,54.5,28.0,17.0,,,,,1376326,,,,,,,,,
513563,513563,2015-02-13 06:00:00,452.0,41.8837509155273,33.7078094482422,5.33221006393433,12.8999996185303,60.369930267334,,,182324,4.9,8.0,0.7,8.80000019073486,8.1,,,,
513562,513562,2015-02-13 06:00:00,375.0,59.0,39.5,12.5,,,,,182323,,,,,,,,,
513561,513561,2015-02-13 06:00:00,203.0,24.5,17.75,4.5,,,,,182322,,,,,,,,,
513560,513560,2015-02-13 06:00:00,215.0,32.25,24.0,5.5,,,,,380545,,,,,,,,,
513553,513553,2015-02-13 07:00:00,463.0,42.0,28.75,8.25,,,,,182321,,,,,,,,,
513554,513554,2015-02-13 07:00:00,270.0,108.5,47.0,40.0,,,,,859247,,,,,,,,,
513555,513555,2015-02-13 07:00:00,215.0,67.25,40.0,17.75,,,,,859244,,,,,,,,,
513558,513558,2015-02-13 07:00:00,203.0,56.25,37.5,12.25,,,,,1067962,,,,,,,,,
513557,513557,2015-02-13 07:00:00,375.0,81.0,45.75,23.0,,,,,859250,,,,,,,,,
513559,513559,2015-02-13 07:00:00,452.0,46.5215606689453,37.9631309509277,5.58166980743408,13.3000001907349,54.5824012756348,,,380543,6.5,6.8,1.5,8.19999980926514,6.7,,,,
513556,513556,2015-02-13 07:00:00,206.0,215.5,74.75,91.5,,,,,859241,,,,,,,,,
513547,513547,2015-02-13 08:00:00,270.0,125.5,53.25,47.25,,,,,380539,,,,,,,,,
513546,513546,2015-02-13 08:00:00,452.0,50.3943786621094,38.4890594482422,7.76444005966187,13.3000001907349,51.2894897460938,,,380541,7.1,6.2,2.4,9.69999980926514,7.3,,,,
513548,513548,2015-02-13 08:00:00,206.0,403.0,97.75,199.0,,,,,380537,,,,,,,,,
513551,513551,2015-02-13 08:00:00,203.0,83.75,47.5,24.0,,,,,1039897,,,,,,,,,
513550,513550,2015-02-13 08:00:00,215.0,95.5,52.25,28.5,,,,,885283,,,,,,,,,
513552,513552,2015-02-13 08:00:00,375.0,124.25,62.0,40.5,,,,,885286,,,,,,,,,
513549,513549,2015-02-13 08:00:00,463.0,78.25,42.75,22.75,,,,,1376322,,,,,,,,,
513545,513545,2015-02-13 09:00:00,215.0,126.25,58.0,44.25,,,,,859238,,,,,,,,,
513544,513544,2015-02-13 09:00:00,206.0,412.5,102.75,201.75,,,,,1067956,,,,,,,,,
513543,513543,2015-02-13 09:00:00,375.0,120.25,62.75,37.5,,,,,1067958,,,,,,,,,
513542,513542,2015-02-13 09:00:00,463.0,73.75,41.25,21.0,,,,,1067960,,,,,,,,,
513541,513541,2015-02-13 09:00:00,270.0,107.75,43.25,42.0,,,,,1376320,,,,,,,,,
513540,513540,2015-02-13 09:00:00,203.0,108.0,59.75,31.5,,,,,1376318,,,,,,,,,
513539,513539,2015-02-13 09:00:00,452.0,41.166561126709,31.8431301116943,6.08058977127075,13.3000001907349,58.0249786376953,,,1039895,6.6,6.7,0.2,6.09999990463257,5.9,,,,
513533,513533,2015-02-13 10:00:00,270.0,46.0,15.25,20.25,,,,,1376316,,,,,,,,,
513532,513532,2015-02-13 10:00:00,463.0,58.25,31.0,18.0,,,,,859235,,,,,,,,,
513534,513534,2015-02-13 10:00:00,203.0,80.5,44.25,23.75,,,,,1376314,,,,,,,,,
513537,513537,2015-02-13 10:00:00,215.0,74.25,41.25,21.25,,,,,182320,,,,,,,,,
513536,513536,2015-02-13 10:00:00,206.0,309.5,85.0,146.25,,,,,859229,,,,,,,,,
513535,513535,2015-02-13 10:00:00,375.0,76.0,42.75,21.5,,,,,859232,,,,,,,,,
513538,513538,2015-02-13 10:00:00,452.0,40.5928115844727,31.7474994659424,5.76876020431519,14.8000001907349,60.1703605651855,,,380535,9.7,5.1,3.0,7.90000009536743,4.9,,,,
513530,513530,2015-02-13 11:00:00,463.0,58.5,33.5,15.75,,,,,1067954,,,,,,,,,
513529,513529,2015-02-13 11:00:00,203.0,67.5,37.75,19.5,,,,,1067950,,,,,,,,,
513528,513528,2015-02-13 11:00:00,452.0,43.6049995422363,34.6162490844727,5.86230993270874,9.39999961853027,58.0748710632324,,,1067952,1.8,7.6,-0.8,5.80000019073486,6.6,,,,
513527,513527,2015-02-13 11:00:00,215.0,82.5,45.75,24.25,,,,,380533,,,,,,,,,
513526,513526,2015-02-13 11:00:00,270.0,110.0,44.25,42.75,,,,,885280,,,,,,,,,
513525,513525,2015-02-13 11:00:00,206.0,302.75,83.25,143.25,,,,,859226,,,,,,,,,
513531,513531,2015-02-13 11:00:00,375.0,102.75,58.0,29.25,,,,,1376312,,,,,,,,,
513518,513518,2015-02-13 12:00:00,203.0,85.75,47.25,24.5,,,,,182319,,,,,,,,,
513520,513520,2015-02-13 12:00:00,452.0,46.4737510681152,35.3812484741211,7.23434019088745,7.09999990463257,55.580249786377,,,657379,2.2,4.9,0.2,6.09999990463257,5.9,,,,
513519,513519,2015-02-13 12:00:00,206.0,354.25,96.25,168.25,,,,,859223,,,,,,,,,
513522,513522,2015-02-13 12:00:00,270.0,100.75,32.75,44.75,,,,,657373,,,,,,,,,
513523,513523,2015-02-13 12:00:00,215.0,111.75,54.0,37.75,,,,,657370,,,,,,,,,
513524,513524,2015-02-13 12:00:00,463.0,74.75,39.5,23.0,,,,,1376310,,,,,,,,,
513521,513521,2015-02-13 12:00:00,375.0,92.75,53.5,25.5,,,,,657376,,,,,,,,,
513517,513517,2015-02-13 13:00:00,463.0,70.5,37.5,21.75,,,,,1039893,,,,,,,,,
513516,513516,2015-02-13 13:00:00,452.0,49.390308380127,34.9031295776367,9.4483003616333,8.30000019073486,64.012077331543,,,885277,4.7,3.6,3.7,8.0,4.3,,,,
513515,513515,2015-02-13 13:00:00,270.0,106.0,32.75,47.75,,,,,885274,,,,,,,,,
513514,513514,2015-02-13 13:00:00,203.0,86.75,49.75,24.25,,,,,1067948,,,,,,,,,
513513,513513,2015-02-13 13:00:00,375.0,94.25,49.5,29.25,,,,,380531,,,,,,,,,
513512,513512,2015-02-13 13:00:00,215.0,152.25,67.75,55.0,,,,,657367,,,,,,,,,
513511,513511,2015-02-13 13:00:00,206.0,410.25,107.25,197.5,,,,,859220,,,,,,,,,
513504,513504,2015-02-13 14:00:00,203.0,87.75,44.25,28.25,,,,,380527,,,,,,,,,
513505,513505,2015-02-13 14:00:00,270.0,178.5,66.25,73.0,,,,,885271,,,,,,,,,
513506,513506,2015-02-13 14:00:00,452.0,54.9843788146973,42.0271911621094,8.45046043395996,13.8000001907349,55.4305686950684,,,859217,9.8,4.0,2.7,6.59999990463257,3.9,,,,
513508,513508,2015-02-13 14:00:00,215.0,120.25,59.5,39.5,,,,,1376308,,,,,,,,,
513509,513509,2015-02-13 14:00:00,463.0,70.75,42.75,18.25,,,,,657364,,,,,,,,,
513510,513510,2015-02-13 14:00:00,206.0,512.0,115.5,258.5,,,,,380529,,,,,,,,,
513507,513507,2015-02-13 14:00:00,375.0,227.0,93.5,87.0,,,,,859214,,,,,,,,,
513503,513503,2015-02-13 15:00:00,463.0,114.75,60.25,35.5,,,,,1067946,,,,,,,,,
513502,513502,2015-02-13 15:00:00,206.0,533.25,126.75,265.25,,,,,1067944,,,,,,,,,
513501,513501,2015-02-13 15:00:00,203.0,104.75,52.5,34.25,,,,,1067942,,,,,,,,,
513500,513500,2015-02-13 15:00:00,215.0,152.5,69.5,53.75,,,,,182316,,,,,,,,,
513499,513499,2015-02-13 15:00:00,270.0,130.5,48.25,53.5,,,,,182317,,,,,,,,,
513498,513498,2015-02-13 15:00:00,452.0,48.1949996948242,34.6640586853027,8.82464981079102,12.1000003814697,57.2266998291016,,,182318,7.1,5.0,1.7,6.5,4.8,,,,
513497,513497,2015-02-13 15:00:00,375.0,144.75,72.25,47.25,,,,,859211,,,,,,,,,
513490,513490,2015-02-13 16:00:00,203.0,86.75,48.25,25.25,,,,,859202,,,,,,,,,
513491,513491,2015-02-13 16:00:00,215.0,141.5,66.25,49.0,,,,,859205,,,,,,,,,
513492,513492,2015-02-13 16:00:00,463.0,97.75,51.75,29.75,,,,,859208,,,,,,,,,
513496,513496,2015-02-13 16:00:00,206.0,340.5,96.5,159.0,,,,,1067940,,,,,,,,,
513494,513494,2015-02-13 16:00:00,375.0,124.0,66.25,37.75,,,,,1376304,,,,,,,,,
513495,513495,2015-02-13 16:00:00,270.0,135.0,47.0,57.5,,,,,657361,,,,,,,,,
513493,513493,2015-02-13 16:00:00,452.0,54.6496887207031,44.0831298828125,6.89132976531982,6.5,52.1875610351563,,,1376306,3.0,3.5,-0.5,3.20000004768372,3.7,,,,
513484,513484,2015-02-13 17:00:00,463.0,142.5,66.75,49.5,,,,,885268,,,,,,,,,
513483,513483,2015-02-13 17:00:00,452.0,61.6781311035156,52.2112503051758,6.17413997650146,4.90000009536743,45.2026100158691,,,1039891,4.2,0.7,2.7,6.0,3.3,,,,
513485,513485,2015-02-13 17:00:00,203.0,89.75,49.0,26.25,,,,,859196,,,,,,,,,
513489,513489,2015-02-13 17:00:00,270.0,81.75,33.75,31.5,,,,,380525,,,,,,,,,
513487,513487,2015-02-13 17:00:00,206.0,547.75,125.0,275.5,,,,,182315,,,,,,,,,
513488,513488,2015-02-13 17:00:00,215.0,125.75,64.0,40.5,,,,,859199,,,,,,,,,
513486,513486,2015-02-13 17:00:00,375.0,131.75,71.25,39.75,,,,,1376302,,,,,,,,,
513482,513482,2015-02-13 18:00:00,452.0,37.9153099060059,33.46875,2.89997005462646,5.80000019073486,63.6628303527832,,,182313,3.6,2.2,1.3,2.90000009536743,1.6,,,,
513481,513481,2015-02-13 18:00:00,270.0,115.75,33.75,53.25,,,,,380523,,,,,,,,,
513480,513480,2015-02-13 18:00:00,463.0,105.0,55.75,32.25,,,,,182314,,,,,,,,,
513479,513479,2015-02-13 18:00:00,375.0,148.0,73.5,48.5,,,,,1039889,,,,,,,,,
513478,513478,2015-02-13 18:00:00,215.0,115.5,59.75,36.25,,,,,885265,,,,,,,,,
513477,513477,2015-02-13 18:00:00,203.0,101.75,58.75,28.0,,,,,380521,,,,,,,,,
513476,513476,2015-02-13 18:00:00,206.0,552.75,121.25,281.0,,,,,182312,,,,,,,,,
513470,513470,2015-02-13 19:00:00,452.0,53.3109397888184,48.3862495422363,3.21180009841919,6.5,49.2937889099121,,,1039885,3.9,2.6,1.4,4.09999990463257,2.7,,,,
513469,513469,2015-02-13 19:00:00,463.0,65.0,42.75,14.75,,,,,1039887,,,,,,,,,
513471,513471,2015-02-13 19:00:00,375.0,135.0,73.75,39.75,,,,,1067938,,,,,,,,,
513475,513475,2015-02-13 19:00:00,203.0,65.25,35.0,19.75,,,,,1376298,,,,,,,,,
513473,513473,2015-02-13 19:00:00,206.0,470.0,118.0,229.25,,,,,1376300,,,,,,,,,
513474,513474,2015-02-13 19:00:00,215.0,65.5,41.25,16.0,,,,,1039883,,,,,,,,,
513472,513472,2015-02-13 19:00:00,270.0,141.5,65.25,49.5,,,,,1067936,,,,,,,,,
513468,513468,2015-02-13 20:00:00,215.0,121.0,67.25,34.75,,,,,859193,,,,,,,,,
513467,513467,2015-02-13 20:00:00,203.0,88.0,55.0,21.5,,,,,1067934,,,,,,,,,
513466,513466,2015-02-13 20:00:00,206.0,505.75,131.75,244.0,,,,,885262,,,,,,,,,
513465,513465,2015-02-13 20:00:00,270.0,188.5,66.25,79.75,,,,,380517,,,,,,,,,
513464,513464,2015-02-13 20:00:00,375.0,207.25,91.25,76.0,,,,,380519,,,,,,,,,
513463,513463,2015-02-13 20:00:00,452.0,71.7665634155273,63.2081298828125,5.58166980743408,10.3999996185303,27.8400192260742,,,1039881,7.7,2.7,5.0,7.0,2.0,,,,
513462,513462,2015-02-13 20:00:00,463.0,115.5,65.5,32.5,,,,,1376296,,,,,,,,,
513455,513455,2015-02-13 21:00:00,206.0,344.25,104.5,156.5,,,,,859190,,,,,,,,,
513456,513456,2015-02-13 21:00:00,203.0,104.25,67.25,24.25,,,,,1039877,,,,,,,,,
513457,513457,2015-02-13 21:00:00,463.0,119.75,59.5,39.5,,,,,1039879,,,,,,,,,
513459,513459,2015-02-13 21:00:00,375.0,279.0,98.75,118.0,,,,,657358,,,,,,,,,
513460,513460,2015-02-13 21:00:00,215.0,106.5,60.5,30.0,,,,,1376292,,,,,,,,,
513461,513461,2015-02-13 21:00:00,270.0,145.75,45.0,65.75,,,,,1376294,,,,,,,,,
513458,513458,2015-02-13 21:00:00,452.0,47.8603096008301,42.0750007629395,3.77308011054993,7.0,43.456371307373,,,885259,5.5,1.5,4.0,6.0,2.0,,,,
513454,513454,2015-02-13 22:00:00,463.0,124.5,63.0,40.0,,,,,859187,,,,,,,,,
513453,513453,2015-02-13 22:00:00,375.0,187.75,79.5,70.5,,,,,885256,,,,,,,,,
513452,513452,2015-02-13 22:00:00,452.0,45.6609382629395,41.9793815612793,2.40105009078979,8.0,41.7600212097168,,,182311,5.4,2.6,4.2,7.30000019073486,3.1,,,,
513451,513451,2015-02-13 22:00:00,206.0,298.25,83.25,140.25,,,,,182310,,,,,,,,,
513450,513450,2015-02-13 22:00:00,215.0,155.25,73.5,53.5,,,,,885253,,,,,,,,,
513449,513449,2015-02-13 22:00:00,270.0,158.5,59.5,64.75,,,,,1067932,,,,,,,,,
513448,513448,2015-02-13 22:00:00,203.0,66.5,45.75,13.75,,,,,182309,,,,,,,,,
513442,513442,2015-02-13 23:00:00,215.0,135.0,70.0,42.25,,,,,380515,,,,,,,,,
513441,513441,2015-02-13 23:00:00,463.0,129.75,66.0,41.75,,,,,657355,,,,,,,,,
513443,513443,2015-02-13 23:00:00,452.0,121.252502441406,81.5203094482422,25.9126605987549,13.6999998092651,5.53807020187378,,,859184,10.2,3.5,7.9,10.8000001907349,2.9,,,,
513447,513447,2015-02-13 23:00:00,270.0,103.25,43.75,38.75,,,,,885250,,,,,,,,,
513445,513445,2015-02-13 23:00:00,203.0,137.25,64.0,48.0,,,,,380513,,,,,,,,,
513444,513444,2015-02-13 23:00:00,375.0,238.0,91.25,95.25,,,,,859181,,,,,,,,,
513446,513446,2015-02-13 23:00:00,206.0,397.25,101.75,192.75,,,,,885247,,,,,,,,,
513434,513434,2015-02-14 00:00:00,206.0,333.75,81.5,164.5,,,,,859178,,,,,,,,,
513435,513435,2015-02-14 00:00:00,215.0,128.75,58.25,46.0,,,,,380507,,,,,,,,,
513436,513436,2015-02-14 00:00:00,463.0,110.25,55.0,36.25,,,,,1039875,,,,,,,,,
513440,513440,2015-02-14 00:00:00,270.0,82.25,27.5,35.5,,,,,380509,,,,,,,,,
513438,513438,2015-02-14 00:00:00,375.0,266.25,91.0,114.25,,,,,1376290,,,,,,,,,
513437,513437,2015-02-14 00:00:00,452.0,161.606246948242,78.9225006103516,53.9249382019043,12.5,3.65878009796143,,,380511,11.8,0.7,10.0,13.1999998092651,3.2,,,,
513439,513439,2015-02-14 00:00:00,203.0,124.5,57.0,43.75,,,,,859175,,,,,,,,,
513433,513433,2015-02-14 01:00:00,375.0,264.5,83.0,118.5,,,,,657352,,,,,,,,,
513432,513432,2015-02-14 01:00:00,463.0,93.5,50.5,28.0,,,,,859172,,,,,,,,,
513431,513431,2015-02-14 01:00:00,270.0,144.5,39.5,68.5,,,,,859169,,,,,,,,,
513430,513430,2015-02-14 01:00:00,206.0,276.75,66.5,137.25,,,,,182307,,,,,,,,,
513429,513429,2015-02-14 01:00:00,203.0,108.5,45.0,41.5,,,,,1376288,,,,,,,,,
513428,513428,2015-02-14 01:00:00,452.0,131.580001831055,75.0337524414063,36.8785018920898,11.8999996185303,5.3883900642395,,,885244,10.7,1.2,9.1,11.0,1.9,,,,
513427,513427,2015-02-14 01:00:00,215.0,153.25,48.5,68.25,,,,,182308,,,,,,,,,
513420,513420,2015-02-14 02:00:00,452.0,165.192184448242,80.4684371948242,55.2553901672363,10.6999998092651,3.54237008094788,,,1039873,8.3,2.4,6.4,8.30000019073486,1.9,,,,
513423,513423,2015-02-14 02:00:00,215.0,104.5,44.75,39.25,,,,,1039871,,,,,,,,,
513421,513421,2015-02-14 02:00:00,270.0,55.0,23.5,20.25,,,,,885238,,,,,,,,,
513425,513425,2015-02-14 02:00:00,203.0,90.0,46.5,28.25,,,,,885235,,,,,,,,,
513426,513426,2015-02-14 02:00:00,375.0,190.0,73.25,76.25,,,,,657349,,,,,,,,,
513424,513424,2015-02-14 02:00:00,206.0,268.75,70.0,129.5,,,,,859166,,,,,,,,,
513422,513422,2015-02-14 02:00:00,463.0,40.75,28.75,7.5,,,,,885241,,,,,,,,,
513419,513419,2015-02-14 03:00:00,206.0,203.25,57.0,95.5,,,,,1067930,,,,,,,,,
513418,513418,2015-02-14 03:00:00,203.0,48.0,30.5,11.25,,,,,1067928,,,,,,,,,
513417,513417,2015-02-14 03:00:00,452.0,153.382507324219,75.6393814086914,50.702751159668,12.8999996185303,5.58795976638794,,,380505,11.4,1.5,9.5,11.1000003814697,1.6,,,,
513416,513416,2015-02-14 03:00:00,375.0,252.25,83.25,109.75,,,,,885229,,,,,,,,,
513415,513415,2015-02-14 03:00:00,463.0,36.75,27.75,5.75,,,,,885232,,,,,,,,,
513414,513414,2015-02-14 03:00:00,270.0,27.75,16.5,7.0,,,,,885226,,,,,,,,,
513413,513413,2015-02-14 03:00:00,215.0,100.0,47.75,34.25,,,,,1376286,,,,,,,,,
513408,513408,2015-02-14 04:00:00,206.0,193.0,58.5,88.0,,,,,182305,,,,,,,,,
513406,513406,2015-02-14 04:00:00,270.0,57.5,30.0,18.25,,,,,1039869,,,,,,,,,
513407,513407,2015-02-14 04:00:00,215.0,98.0,50.0,31.0,,,,,182306,,,,,,,,,
513409,513409,2015-02-14 04:00:00,203.0,57.0,35.5,14.25,,,,,1376282,,,,,,,,,
513411,513411,2015-02-14 04:00:00,463.0,43.75,33.5,6.25,,,,,380503,,,,,,,,,
513412,513412,2015-02-14 04:00:00,375.0,205.5,77.0,84.0,,,,,1376284,,,,,,,,,
