,ObservationID,Date_Time,Site_ID,NOx,NO2,NO,PM10,O3,Temperature,ObjectId,ObjectId2,NVPM10,VPM10,NVPM2_5,PM2_5,VPM2_5,CO,RH,Pressure,SO2
518188,518188,2015-01-16 17:00:00,452.0,75.8411407470703,57.1278114318848,12.2045202255249,,23.4494800567627,,,151591,,,,,,,,,
518187,518187,2015-01-16 17:00:00,463.0,,,,,,,,239471,,,,,,,,,
518189,518189,2015-01-16 17:00:00,375.0,93.25,48.75,29.0,,,,,352220,,,,,,,,,
518193,518193,2015-01-16 17:00:00,270.0,223.0,77.75,94.75,,,,,909280,,,,,,,,,
518191,518191,2015-01-16 17:00:00,203.0,78.25,49.0,19.0,,,,,909277,,,,,,,,,
518192,518192,2015-01-16 17:00:00,215.0,95.75,59.5,23.5,,,,,151590,,,,,,,,,
518190,518190,2015-01-16 17:00:00,206.0,732.75,165.5,370.0,,,,,513445,,,,,,,,,
518186,518186,2015-01-16 18:00:00,270.0,395.25,119.5,179.75,,,,,513443,,,,,,,,,
518185,518185,2015-01-16 18:00:00,206.0,824.25,169.0,427.5,,,,,151588,,,,,,,,,
518184,518184,2015-01-16 18:00:00,452.0,61.7402801513672,49.3056793212891,8.10962963104248,,31.1329193115234,,,853927,,,,,,,,,
518183,518183,2015-01-16 18:00:00,215.0,219.5,93.25,82.75,,,,,239469,,,,,,,,,
518182,518182,2015-01-16 18:00:00,203.0,232.5,90.5,92.5,,,,,909271,,,,,,,,,
518181,518181,2015-01-16 18:00:00,375.0,133.5,66.25,43.75,,,,,909274,,,,,,,,,
518180,518180,2015-01-16 18:00:00,463.0,,,,,,,,151589,,,,,,,,,
518173,518173,2015-01-16 19:00:00,270.0,335.0,108.0,148.0,,,,,1377426,,,,,,,,,
518174,518174,2015-01-16 19:00:00,375.0,91.25,57.0,22.5,,,,,1041053,,,,,,,,,
518175,518175,2015-01-16 19:00:00,463.0,,,,,,,,239467,,,,,,,,,
518177,518177,2015-01-16 19:00:00,206.0,771.5,165.25,395.25,,,,,239465,,,,,,,,,
518178,518178,2015-01-16 19:00:00,215.0,225.25,95.25,85.25,,,,,352218,,,,,,,,,
518179,518179,2015-01-16 19:00:00,452.0,68.6004180908203,55.0580101013184,8.83213043212891,,25.0959300994873,,,352219,,,,,,,,,
518176,518176,2015-01-16 19:00:00,203.0,167.0,78.5,57.75,,,,,352217,,,,,,,,,
518172,518172,2015-01-16 20:00:00,215.0,268.25,95.5,113.0,,,,,513439,,,,,,,,,
518171,518171,2015-01-16 20:00:00,463.0,,,,,,,,909268,,,,,,,,,
518170,518170,2015-01-16 20:00:00,203.0,160.25,76.25,55.0,,,,,909265,,,,,,,,,
518169,518169,2015-01-16 20:00:00,375.0,143.0,68.5,48.5,,,,,513441,,,,,,,,,
518168,518168,2015-01-16 20:00:00,270.0,438.5,128.0,202.25,,,,,1041051,,,,,,,,,
518167,518167,2015-01-16 20:00:00,206.0,523.0,131.25,255.5,,,,,1377424,,,,,,,,,
518166,518166,2015-01-16 20:00:00,452.0,76.6037521362305,58.0128211975098,12.1246900558472,,21.6034507751465,,,239463,,,,,,,,,
518160,518160,2015-01-16 21:00:00,463.0,,,,,,,,1041049,,,,,,,,,
518159,518159,2015-01-16 21:00:00,206.0,415.75,114.25,196.25,,,,,352216,,,,,,,,,
518161,518161,2015-01-16 21:00:00,452.0,98.2001800537109,68.5287017822266,19.3512401580811,,9.08043956756592,,,1041047,,,,,,,,,
518162,518162,2015-01-16 21:00:00,270.0,352.25,113.75,155.25,,,,,1041045,,,,,,,,,
518163,518163,2015-01-16 21:00:00,215.0,190.5,83.25,70.0,,,,,513437,,,,,,,,,
518164,518164,2015-01-16 21:00:00,375.0,120.5,69.25,33.5,,,,,853925,,,,,,,,,
518165,518165,2015-01-16 21:00:00,203.0,151.0,73.5,50.75,,,,,151587,,,,,,,,,
518158,518158,2015-01-16 22:00:00,215.0,188.0,85.5,67.0,,,,,909259,,,,,,,,,
518157,518157,2015-01-16 22:00:00,270.0,317.25,85.75,150.75,,,,,239461,,,,,,,,,
518156,518156,2015-01-16 22:00:00,206.0,324.75,92.75,151.25,,,,,853923,,,,,,,,,
518155,518155,2015-01-16 22:00:00,452.0,212.534210205078,82.8920516967773,84.550407409668,,5.43828010559082,,,909262,,,,,,,,,
518154,518154,2015-01-16 22:00:00,463.0,,,,,,,,352215,,,,,,,,,
518153,518153,2015-01-16 22:00:00,203.0,94.25,52.5,27.25,,,,,1041043,,,,,,,,,
518152,518152,2015-01-16 22:00:00,375.0,299.25,90.25,136.25,,,,,151586,,,,,,,,,
518145,518145,2015-01-16 23:00:00,270.0,294.25,90.0,133.0,,,,,1041039,,,,,,,,,
518146,518146,2015-01-16 23:00:00,215.0,226.75,90.5,89.0,,,,,1041037,,,,,,,,,
518147,518147,2015-01-16 23:00:00,206.0,399.75,101.25,194.75,,,,,1041035,,,,,,,,,
518151,518151,2015-01-16 23:00:00,203.0,97.0,54.75,27.5,,,,,853921,,,,,,,,,
518149,518149,2015-01-16 23:00:00,463.0,,,,,,,,151585,,,,,,,,,
518150,518150,2015-01-16 23:00:00,375.0,298.5,89.25,136.5,,,,,513435,,,,,,,,,
518148,518148,2015-01-16 23:00:00,452.0,366.630554199219,89.9855194091797,180.423187255859,,6.63570022583008,,,1041041,,,,,,,,,
518139,518139,2015-01-17 00:00:00,206.0,369.0,92.75,180.25,,,,,352214,,,,,,,,,
518138,518138,2015-01-17 00:00:00,375.0,353.75,93.5,169.75,,,,,151583,,,,,,,,,
518140,518140,2015-01-17 00:00:00,452.0,228.587097167969,71.6352386474609,102.361343383789,,5.25534009933472,,,151584,,,,,,,,,
518144,518144,2015-01-17 00:00:00,203.0,133.75,56.0,50.75,,,,,1041031,,,,,,,,,
518142,518142,2015-01-17 00:00:00,270.0,193.5,62.5,85.5,,,,,151582,,,,,,,,,
518143,518143,2015-01-17 00:00:00,463.0,,,,,,,,1041033,,,,,,,,,
518141,518141,2015-01-17 00:00:00,215.0,167.5,75.25,60.5,,,,,239459,,,,,,,,,
518137,518137,2015-01-17 01:00:00,206.0,314.25,84.0,150.25,,,,,853919,,,,,,,,,
518136,518136,2015-01-17 01:00:00,463.0,,,,,,,,239457,,,,,,,,,
518135,518135,2015-01-17 01:00:00,215.0,133.0,63.5,45.25,,,,,239455,,,,,,,,,
518134,518134,2015-01-17 01:00:00,375.0,389.0,87.0,197.0,,,,,1377422,,,,,,,,,
518133,518133,2015-01-17 01:00:00,203.0,140.0,55.25,55.0,,,,,1377420,,,,,,,,,
518132,518132,2015-01-17 01:00:00,452.0,317.783538818359,82.9304580688477,153.167190551758,,3.79183006286621,,,1041029,,,,,,,,,
518131,518131,2015-01-17 01:00:00,270.0,194.75,58.0,89.25,,,,,1041027,,,,,,,,,
518125,518125,2015-01-17 02:00:00,206.0,318.75,83.5,153.75,,,,,151580,,,,,,,,,
518124,518124,2015-01-17 02:00:00,375.0,341.75,78.25,172.0,,,,,151581,,,,,,,,,
518126,518126,2015-01-17 02:00:00,215.0,135.0,64.5,45.75,,,,,1377418,,,,,,,,,
518130,518130,2015-01-17 02:00:00,452.0,279.417205810547,76.7768325805664,132.158615112305,,2.99355006217957,,,909256,,,,,,,,,
518128,518128,2015-01-17 02:00:00,270.0,116.75,46.5,45.75,,,,,513433,,,,,,,,,
518129,518129,2015-01-17 02:00:00,203.0,138.0,52.5,55.75,,,,,909253,,,,,,,,,
518127,518127,2015-01-17 02:00:00,463.0,,,,,,,,1041025,,,,,,,,,
518123,518123,2015-01-17 03:00:00,203.0,87.25,44.5,27.5,,,,,151576,,,,,,,,,
518122,518122,2015-01-17 03:00:00,206.0,267.5,74.5,125.75,,,,,151577,,,,,,,,,
518121,518121,2015-01-17 03:00:00,452.0,87.5007019042969,43.0035209655762,29.0203094482422,,33.527759552002,,,151578,,,,,,,,,
518120,518120,2015-01-17 03:00:00,463.0,,,,,,,,151579,,,,,,,,,
518119,518119,2015-01-17 03:00:00,215.0,162.25,58.0,68.25,,,,,239453,,,,,,,,,
518118,518118,2015-01-17 03:00:00,375.0,324.5,78.75,160.25,,,,,352213,,,,,,,,,
518117,518117,2015-01-17 03:00:00,270.0,119.5,48.75,46.0,,,,,853917,,,,,,,,,
518110,518110,2015-01-17 04:00:00,452.0,19.2043704986572,15.1364803314209,2.65300989151001,,54.2331504821777,,,909250,,,,,,,,,
518111,518111,2015-01-17 04:00:00,375.0,99.0,53.75,29.5,,,,,151575,,,,,,,,,
518112,518112,2015-01-17 04:00:00,206.0,175.25,56.75,77.25,,,,,239449,,,,,,,,,
518114,518114,2015-01-17 04:00:00,463.0,,,,,,,,853915,,,,,,,,,
518115,518115,2015-01-17 04:00:00,270.0,59.75,28.5,20.25,,,,,513431,,,,,,,,,
518116,518116,2015-01-17 04:00:00,203.0,30.5,19.0,7.25,,,,,352212,,,,,,,,,
518113,518113,2015-01-17 04:00:00,215.0,60.0,32.5,17.75,,,,,239451,,,,,,,,,
518109,518109,2015-01-17 05:00:00,270.0,44.25,18.0,16.75,,,,,909247,,,,,,,,,
518108,518108,2015-01-17 05:00:00,463.0,,,,,,,,1377416,,,,,,,,,
518107,518107,2015-01-17 05:00:00,375.0,63.25,39.5,15.25,,,,,1041023,,,,,,,,,
518106,518106,2015-01-17 05:00:00,203.0,24.25,17.0,4.75,,,,,1041021,,,,,,,,,
518105,518105,2015-01-17 05:00:00,452.0,15.1345701217651,12.5459995269775,1.68822002410889,,53.2352981567383,,,151574,,,,,,,,,
518104,518104,2015-01-17 05:00:00,215.0,62.75,42.5,13.25,,,,,151573,,,,,,,,,
518103,518103,2015-01-17 05:00:00,206.0,138.0,49.25,57.75,,,,,151572,,,,,,,,,
518097,518097,2015-01-17 06:00:00,375.0,50.75,30.75,13.0,,,,,853911,,,,,,,,,
518096,518096,2015-01-17 06:00:00,203.0,24.25,17.0,4.75,,,,,1041015,,,,,,,,,
518098,518098,2015-01-17 06:00:00,452.0,34.0845794677734,28.9074401855469,3.37644004821777,,42.8077697753906,,,853913,,,,,,,,,
518099,518099,2015-01-17 06:00:00,270.0,65.0,22.0,28.0,,,,,239447,,,,,,,,,
518100,518100,2015-01-17 06:00:00,215.0,46.75,34.25,7.75,,,,,1041019,,,,,,,,,
518101,518101,2015-01-17 06:00:00,463.0,,,,,,,,151571,,,,,,,,,
518102,518102,2015-01-17 06:00:00,206.0,116.0,42.5,48.0,,,,,1041017,,,,,,,,,
518095,518095,2015-01-17 07:00:00,375.0,78.25,45.0,21.5,,,,,1041013,,,,,,,,,
518094,518094,2015-01-17 07:00:00,215.0,45.0,28.75,10.5,,,,,239443,,,,,,,,,
518093,518093,2015-01-17 07:00:00,452.0,23.9100799560547,20.7052001953125,2.09015989303589,,44.204761505127,,,239445,,,,,,,,,
518092,518092,2015-01-17 07:00:00,270.0,102.25,51.0,33.25,,,,,352211,,,,,,,,,
518091,518091,2015-01-17 07:00:00,463.0,,,,,,,,513429,,,,,,,,,
518090,518090,2015-01-17 07:00:00,203.0,28.25,19.75,5.25,,,,,239441,,,,,,,,,
518089,518089,2015-01-17 07:00:00,206.0,168.5,57.25,72.5,,,,,352210,,,,,,,,,
518082,518082,2015-01-17 08:00:00,452.0,48.8376007080078,41.1952514648438,4.98421001434326,,35.373779296875,,,1377414,,,,,,,,,
518083,518083,2015-01-17 08:00:00,463.0,,,,,,,,853909,,,,,,,,,
518084,518084,2015-01-17 08:00:00,203.0,67.5,40.25,17.75,,,,,853907,,,,,,,,,
518088,518088,2015-01-17 08:00:00,206.0,283.25,80.0,133.0,,,,,352208,,,,,,,,,
518086,518086,2015-01-17 08:00:00,215.0,110.5,56.5,35.25,,,,,352209,,,,,,,,,
518087,518087,2015-01-17 08:00:00,270.0,198.5,63.75,88.0,,,,,513427,,,,,,,,,
518085,518085,2015-01-17 08:00:00,375.0,137.5,62.5,49.25,,,,,909244,,,,,,,,,
518076,518076,2015-01-17 09:00:00,203.0,81.0,43.5,24.75,,,,,909238,,,,,,,,,
518075,518075,2015-01-17 09:00:00,270.0,242.5,75.75,108.75,,,,,909241,,,,,,,,,
518077,518077,2015-01-17 09:00:00,375.0,170.0,70.25,64.75,,,,,352207,,,,,,,,,
518081,518081,2015-01-17 09:00:00,215.0,107.0,59.25,31.0,,,,,1377412,,,,,,,,,
518079,518079,2015-01-17 09:00:00,452.0,46.6755218505859,36.6913108825684,6.51152992248535,,36.9204483032227,,,1041011,,,,,,,,,
518080,518080,2015-01-17 09:00:00,463.0,,,,,,,,853905,,,,,,,,,
518078,518078,2015-01-17 09:00:00,206.0,318.0,94.0,146.25,,,,,151570,,,,,,,,,
518074,518074,2015-01-17 10:00:00,463.0,,,,,,,,352206,,,,,,,,,
518073,518073,2015-01-17 10:00:00,452.0,46.6755218505859,34.1027412414551,8.19974994659424,,43.9552917480469,,,151569,,,,,,,,,
518072,518072,2015-01-17 10:00:00,206.0,449.0,110.0,220.75,,,,,352205,,,,,,,,,
518071,518071,2015-01-17 10:00:00,375.0,185.5,73.25,73.75,,,,,1041009,,,,,,,,,
518070,518070,2015-01-17 10:00:00,215.0,124.0,63.25,39.5,,,,,1041005,,,,,,,,,
518069,518069,2015-01-17 10:00:00,203.0,97.75,49.0,31.5,,,,,239439,,,,,,,,,
518068,518068,2015-01-17 10:00:00,270.0,216.0,68.5,95.75,,,,,1041007,,,,,,,,,
518062,518062,2015-01-17 11:00:00,463.0,,,,,,,,239437,,,,,,,,,
518061,518061,2015-01-17 11:00:00,203.0,107.0,50.25,37.0,,,,,239435,,,,,,,,,
518063,518063,2015-01-17 11:00:00,270.0,275.25,100.0,114.25,,,,,853903,,,,,,,,,
518067,518067,2015-01-17 11:00:00,375.0,217.5,85.25,86.25,,,,,909232,,,,,,,,,
518065,518065,2015-01-17 11:00:00,206.0,444.25,103.25,222.5,,,,,352204,,,,,,,,,
518066,518066,2015-01-17 11:00:00,215.0,156.25,68.75,57.25,,,,,909229,,,,,,,,,
518064,518064,2015-01-17 11:00:00,452.0,44.2590789794922,31.0699996948242,8.6016902923584,,48.9445381164551,,,909235,,,,,,,,,
518060,518060,2015-01-17 12:00:00,463.0,,,,,,,,1041003,,,,,,,,,
518059,518059,2015-01-17 12:00:00,206.0,488.5,113.5,244.25,,,,,909220,,,,,,,,,
518058,518058,2015-01-17 12:00:00,375.0,218.5,85.5,86.5,,,,,909226,,,,,,,,,
518057,518057,2015-01-17 12:00:00,452.0,40.8251800537109,30.2241897583008,6.91378021240234,,49.7428207397461,,,239433,,,,,,,,,
518056,518056,2015-01-17 12:00:00,203.0,78.75,37.5,26.75,,,,,853901,,,,,,,,,
518055,518055,2015-01-17 12:00:00,270.0,237.25,81.0,101.75,,,,,909223,,,,,,,,,
518054,518054,2015-01-17 12:00:00,215.0,188.5,87.5,66.0,,,,,151568,,,,,,,,,
518047,518047,2015-01-17 13:00:00,215.0,211.5,89.25,79.75,,,,,239431,,,,,,,,,
518048,518048,2015-01-17 13:00:00,375.0,212.25,84.0,83.75,,,,,151567,,,,,,,,,
518049,518049,2015-01-17 13:00:00,452.0,44.3862609863281,32.8003311157227,7.55613994598389,,47.7970199584961,,,352202,,,,,,,,,
518050,518050,2015-01-17 13:00:00,270.0,242.75,90.5,99.75,,,,,853899,,,,,,,,,
518052,518052,2015-01-17 13:00:00,463.0,,,,,,,,352203,,,,,,,,,
518053,518053,2015-01-17 13:00:00,203.0,79.75,37.0,27.75,,,,,1377408,,,,,,,,,
518051,518051,2015-01-17 13:00:00,206.0,515.0,119.5,258.0,,,,,1377410,,,,,,,,,
518046,518046,2015-01-17 14:00:00,206.0,547.75,131.75,271.25,,,,,853897,,,,,,,,,
518045,518045,2015-01-17 14:00:00,452.0,43.4959907531738,34.621509552002,5.78777980804443,,46.7492713928223,,,352201,,,,,,,,,
518044,518044,2015-01-17 14:00:00,203.0,84.0,41.75,27.5,,,,,1041001,,,,,,,,,
518043,518043,2015-01-17 14:00:00,215.0,180.75,89.25,59.5,,,,,151564,,,,,,,,,
518042,518042,2015-01-17 14:00:00,270.0,214.75,73.75,92.0,,,,,151565,,,,,,,,,
518041,518041,2015-01-17 14:00:00,375.0,239.0,86.0,99.75,,,,,1377406,,,,,,,,,
518040,518040,2015-01-17 14:00:00,463.0,,,,,,,,151566,,,,,,,,,
518034,518034,2015-01-17 15:00:00,215.0,189.5,87.25,66.5,,,,,853895,,,,,,,,,
518035,518035,2015-01-17 15:00:00,452.0,61.8100891113281,47.5122413635254,9.32481956481934,,27.6903400421143,,,909217,,,,,,,,,
518033,518033,2015-01-17 15:00:00,203.0,67.5,36.0,20.25,,,,,1040999,,,,,,,,,
518037,518037,2015-01-17 15:00:00,206.0,573.5,141.5,281.75,,,,,909214,,,,,,,,,
518038,518038,2015-01-17 15:00:00,270.0,200.5,70.75,84.75,,,,,151563,,,,,,,,,
518039,518039,2015-01-17 15:00:00,375.0,91.0,54.25,24.25,,,,,352200,,,,,,,,,
518036,518036,2015-01-17 15:00:00,463.0,,,,,,,,513425,,,,,,,,,
518032,518032,2015-01-17 16:00:00,463.0,,,,,,,,352199,,,,,,,,,
518031,518031,2015-01-17 16:00:00,375.0,345.75,109.0,154.25,,,,,1040997,,,,,,,,,
518030,518030,2015-01-17 16:00:00,270.0,307.25,100.0,135.25,,,,,239429,,,,,,,,,
518029,518029,2015-01-17 16:00:00,215.0,196.5,89.75,69.75,,,,,513423,,,,,,,,,
518028,518028,2015-01-17 16:00:00,206.0,681.75,155.25,343.5,,,,,513421,,,,,,,,,
518027,518027,2015-01-17 16:00:00,452.0,65.3711624145508,53.7842788696289,7.55676984786987,,27.9896907806396,,,1377404,,,,,,,,,
518026,518026,2015-01-17 16:00:00,203.0,150.75,65.75,55.75,,,,,352198,,,,,,,,,
518019,518019,2015-01-17 17:00:00,270.0,276.75,89.25,122.5,,,,,352197,,,,,,,,,
518020,518020,2015-01-17 17:00:00,206.0,575.0,136.5,286.0,,,,,909211,,,,,,,,,
518021,518021,2015-01-17 17:00:00,215.0,207.75,92.0,75.75,,,,,1377402,,,,,,,,,
518025,518025,2015-01-17 17:00:00,375.0,338.25,101.25,154.5,,,,,853893,,,,,,,,,
518023,518023,2015-01-17 17:00:00,452.0,55.0694808959961,47.9200782775879,4.66272020339966,,32.0808792114258,,,151561,,,,,,,,,
518024,518024,2015-01-17 17:00:00,203.0,167.5,72.0,62.25,,,,,513419,,,,,,,,,
518022,518022,2015-01-17 17:00:00,463.0,,,,,,,,151562,,,,,,,,,
518013,518013,2015-01-17 18:00:00,270.0,306.25,101.75,133.0,,,,,513417,,,,,,,,,
518012,518012,2015-01-17 18:00:00,203.0,160.25,67.75,60.25,,,,,513415,,,,,,,,,
518014,518014,2015-01-17 18:00:00,375.0,295.25,99.25,127.75,,,,,909208,,,,,,,,,
518018,518018,2015-01-17 18:00:00,452.0,64.6080780029297,54.9939384460449,6.27018022537231,,27.1914100646973,,,239427,,,,,,,,,
518016,518016,2015-01-17 18:00:00,215.0,205.5,98.75,69.5,,,,,239425,,,,,,,,,
518017,518017,2015-01-17 18:00:00,463.0,,,,,,,,1040995,,,,,,,,,
518015,518015,2015-01-17 18:00:00,206.0,754.75,165.75,383.75,,,,,909205,,,,,,,,,
518011,518011,2015-01-17 19:00:00,203.0,231.0,86.0,94.5,,,,,352195,,,,,,,,,
518010,518010,2015-01-17 19:00:00,375.0,275.75,100.0,114.75,,,,,151560,,,,,,,,,
518009,518009,2015-01-17 19:00:00,270.0,208.75,77.5,85.25,,,,,151559,,,,,,,,,
518008,518008,2015-01-17 19:00:00,452.0,49.4735107421875,41.9549903869629,4.90345001220703,,36.2219581604004,,,909202,,,,,,,,,
518007,518007,2015-01-17 19:00:00,206.0,565.25,137.0,279.25,,,,,352196,,,,,,,,,
518006,518006,2015-01-17 19:00:00,215.0,154.25,81.0,47.75,,,,,239423,,,,,,,,,
518005,518005,2015-01-17 19:00:00,463.0,,,,,,,,853891,,,,,,,,,
517999,517999,2015-01-17 20:00:00,203.0,74.25,41.75,21.25,,,,,239419,,,,,,,,,
517998,517998,2015-01-17 20:00:00,375.0,176.5,79.25,63.25,,,,,352194,,,,,,,,,
518000,518000,2015-01-17 20:00:00,270.0,216.75,87.25,84.75,,,,,853887,,,,,,,,,
518004,518004,2015-01-17 20:00:00,452.0,61.428539276123,47.4998092651367,9.08409023284912,,32.2804489135742,,,513413,,,,,,,,,
518002,518002,2015-01-17 20:00:00,215.0,86.0,56.0,19.25,,,,,239421,,,,,,,,,
518003,518003,2015-01-17 20:00:00,206.0,396.5,100.25,193.25,,,,,909199,,,,,,,,,
518001,518001,2015-01-17 20:00:00,463.0,,,,,,,,853889,,,,,,,,,
517997,517997,2015-01-17 21:00:00,206.0,336.5,85.5,163.75,,,,,853885,,,,,,,,,
517996,517996,2015-01-17 21:00:00,463.0,,,,,,,,151558,,,,,,,,,
517995,517995,2015-01-17 21:00:00,375.0,174.0,76.0,63.75,,,,,239417,,,,,,,,,
517994,517994,2015-01-17 21:00:00,452.0,40.4436416625977,34.6501998901367,3.77837991714478,,41.4606704711914,,,513411,,,,,,,,,
517993,517993,2015-01-17 21:00:00,270.0,213.25,91.25,79.75,,,,,151557,,,,,,,,,
517992,517992,2015-01-17 21:00:00,203.0,115.75,56.5,38.75,,,,,352193,,,,,,,,,
517991,517991,2015-01-17 21:00:00,215.0,133.5,67.5,43.0,,,,,352192,,,,,,,,,
517984,517984,2015-01-17 22:00:00,375.0,113.5,64.5,31.75,,,,,909196,,,,,,,,,
517985,517985,2015-01-17 22:00:00,203.0,62.75,38.0,16.5,,,,,239415,,,,,,,,,
517986,517986,2015-01-17 22:00:00,206.0,326.5,88.75,155.25,,,,,1377398,,,,,,,,,
517988,517988,2015-01-17 22:00:00,270.0,250.5,79.25,111.75,,,,,1377400,,,,,,,,,
517989,517989,2015-01-17 22:00:00,215.0,92.25,57.25,22.75,,,,,513407,,,,,,,,,
517990,517990,2015-01-17 22:00:00,452.0,48.7104187011719,42.9169807434082,3.77837991714478,,31.1828098297119,,,513409,,,,,,,,,
517987,517987,2015-01-17 22:00:00,463.0,,,,,,,,151556,,,,,,,,,
517983,517983,2015-01-17 23:00:00,463.0,,,,,,,,352191,,,,,,,,,
517982,517982,2015-01-17 23:00:00,452.0,46.6755218505859,38.6635818481445,5.22524976730347,,35.8727111816406,,,239413,,,,,,,,,
517981,517981,2015-01-17 23:00:00,203.0,101.75,49.25,34.5,,,,,239411,,,,,,,,,
517980,517980,2015-01-17 23:00:00,206.0,378.5,92.75,186.5,,,,,513403,,,,,,,,,
517979,517979,2015-01-17 23:00:00,215.0,138.0,85.5,34.25,,,,,151555,,,,,,,,,
517978,517978,2015-01-17 23:00:00,375.0,136.5,66.75,45.25,,,,,1040993,,,,,,,,,
517977,517977,2015-01-17 23:00:00,270.0,122.75,64.75,37.75,,,,,513405,,,,,,,,,
517971,517971,2015-01-18 00:00:00,203.0,136.5,58.0,51.25,,,,,513399,,,,,,,,,
517970,517970,2015-01-18 00:00:00,375.0,180.0,71.5,71.0,,,,,513401,,,,,,,,,
517972,517972,2015-01-18 00:00:00,215.0,115.5,68.0,30.75,,,,,909187,,,,,,,,,
517973,517973,2015-01-18 00:00:00,452.0,40.5749588012695,36.2973403930664,2.78978991508484,,39.1157188415527,,,853883,,,,,,,,,
517974,517974,2015-01-18 00:00:00,463.0,,,,,,,,909193,,,,,,,,,
517975,517975,2015-01-18 00:00:00,270.0,112.0,54.75,37.0,,,,,909190,,,,,,,,,
517976,517976,2015-01-18 00:00:00,206.0,345.75,90.0,166.75,,,,,1040991,,,,,,,,,
517969,517969,2015-01-18 01:00:00,463.0,,,,,,,,1377396,,,,,,,,,
517968,517968,2015-01-18 01:00:00,375.0,134.669998168945,63.3300018310547,46.0,,,,,1377394,,,,,,,,,
517967,517967,2015-01-18 01:00:00,215.0,47.25,34.25,8.5,,,,,1377392,,,,,,,,,
517966,517966,2015-01-18 01:00:00,203.0,82.25,42.25,26.0,,,,,239409,,,,,,,,,
517965,517965,2015-01-18 01:00:00,206.0,250.25,60.0,124.0,,,,,352190,,,,,,,,,
517964,517964,2015-01-18 01:00:00,270.0,97.5,44.5,34.5,,,,,853881,,,,,,,,,
517963,517963,2015-01-18 01:00:00,452.0,32.4251594543457,29.6278095245361,1.82438004016876,,52.5867004394531,,,513397,,,,,,,,,
517956,517956,2015-01-18 02:00:00,452.0,28.6482906341553,25.0695304870605,2.33400988578796,,58.8232612609863,,,1377390,,,,,,,,,
517957,517957,2015-01-18 02:00:00,203.0,68.25,34.25,22.0,,,,,1377386,,,,,,,,,
517958,517958,2015-01-18 02:00:00,463.0,,,,,,,,1040989,,,,,,,,,
517962,517962,2015-01-18 02:00:00,206.0,208.75,63.25,94.5,,,,,352188,,,,,,,,,
517960,517960,2015-01-18 02:00:00,270.0,131.75,52.75,51.25,,,,,1377388,,,,,,,,,
517961,517961,2015-01-18 02:00:00,375.0,114.0,60.25,35.0,,,,,352189,,,,,,,,,
517959,517959,2015-01-18 02:00:00,215.0,78.0,57.75,13.25,,,,,853879,,,,,,,,,
517950,517950,2015-01-18 03:00:00,463.0,,,,,,,,352187,,,,,,,,,
517949,517949,2015-01-18 03:00:00,203.0,36.5,23.75,8.5,,,,,1040987,,,,,,,,,
517951,517951,2015-01-18 03:00:00,206.0,182.0,61.0,78.75,,,,,1377382,,,,,,,,,
517955,517955,2015-01-18 03:00:00,270.0,56.5,24.0,21.25,,,,,151554,,,,,,,,,
517953,517953,2015-01-18 03:00:00,215.0,38.5,31.0,5.0,,,,,1377384,,,,,,,,,
517954,517954,2015-01-18 03:00:00,452.0,24.7013702392578,20.9997291564941,2.41414999961853,,54.7320709228516,,,853877,,,,,,,,,
517952,517952,2015-01-18 03:00:00,375.0,83.75,47.0,24.0,,,,,352186,,,,,,,,,
517948,517948,2015-01-18 04:00:00,452.0,25.7197799682617,20.1663608551025,3.62185001373291,,53.7342185974121,,,909184,,,,,,,,,
517947,517947,2015-01-18 04:00:00,206.0,182.0,58.5,80.5,,,,,1040983,,,,,,,,,
517946,517946,2015-01-18 04:00:00,270.0,57.25,28.75,18.75,,,,,513395,,,,,,,,,
517945,517945,2015-01-18 04:00:00,203.0,13.0,9.5,2.5,,,,,151553,,,,,,,,,
517944,517944,2015-01-18 04:00:00,215.0,26.0,20.0,4.0,,,,,1040985,,,,,,,,,
517943,517943,2015-01-18 04:00:00,463.0,,,,,,,,239407,,,,,,,,,
517942,517942,2015-01-18 04:00:00,375.0,88.75,48.0,26.75,,,,,853875,,,,,,,,,
517936,517936,2015-01-18 05:00:00,215.0,42.25,34.75,5.0,,,,,909181,,,,,,,,,
517935,517935,2015-01-18 05:00:00,206.0,164.0,53.5,71.75,,,,,513393,,,,,,,,,
517937,517937,2015-01-18 05:00:00,203.0,26.5,22.5,2.5,,,,,909178,,,,,,,,,
517941,517941,2015-01-18 05:00:00,375.0,149.5,57.75,59.5,,,,,239403,,,,,,,,,
517939,517939,2015-01-18 05:00:00,270.0,37.75,20.5,11.25,,,,,1040981,,,,,,,,,
517940,517940,2015-01-18 05:00:00,452.0,17.82546043396,13.753270149231,2.65581011772156,,56.6279907226563,,,853873,,,,,,,,,
517938,517938,2015-01-18 05:00:00,463.0,,,,,,,,239405,,,,,,,,,
517934,517934,2015-01-18 06:00:00,452.0,43.4175796508789,33.6681289672852,6.35841989517212,,26.3931293487549,,,909175,,,,,,,,,
517933,517933,2015-01-18 06:00:00,463.0,,,,,,,,151552,,,,,,,,,
517932,517932,2015-01-18 06:00:00,375.0,92.0,48.0,28.75,,,,,151551,,,,,,,,,
517931,517931,2015-01-18 06:00:00,270.0,42.5,32.25,6.5,,,,,513391,,,,,,,,,
517930,517930,2015-01-18 06:00:00,203.0,43.5,34.5,5.5,,,,,1040979,,,,,,,,,
